"League","Team","Matches","Wins","Draws","Losses","Points","Expected Points","Goals For","Goals Against","Goal Difference","Avg Age","Possession %","Goals p90","xG p90","Shots p90","Shot Accuracy %","Crosses p90","Dribbles p90","Touches in Box p90","xG Against p90","Goals Against p90","Shots Against p90","Defensive Duels p90","Defensive Duels Won %","Aerial Duels p90","Aerial Duels Won %","PPDA","Passes p90","Pass Accuracy %","Through Passes p90","Passes to Final Third p90","Passes to Final Third Acc %","Long Passes p90","Long Pass Accuracy %","Progressive Passes p90","Progressive Runs p90"
"England 4","Swindon Town","46","15","17","14","62","67.9","71","63","8","26.2","52.4","1.4","1.25","10.54","31","13.96","16.11","14.77","1.09","1.25","8.78","57.48","64.9","55.61","45.6","9.66","332.05","75.6","4.01","56.4","57.6","56.46","47.7","71","9.73"
"England 4","Carlisle United","47","10","12","25","42","54.5","44","73","-29","28.2","52.1","0.87","1.11","9.34","34.3","14.67","20.45","13.49","1.39","1.4","10.89","62.14","63","52.76","46.5","10.78","362.52","78.2","3.22","51.5","60.4","52.48","49.7","70.99","14.16"
"England 4","Doncaster Rovers","46","24","12","10","84","84.4","73","50","23","27","51.3","1.45","1.57","11.98","33.6","15.2","22.69","18.91","0.91","0.99","7.58","62.22","65.1","59.77","48.6","8.75","328.98","75.9","4.75","53.67","58.1","50.27","51","71.45","13.07"
"England 4","Crewe Alexandra","46","15","17","14","62","63.3","49","48","1","25.3","51","0.96","1.08","8.61","34.9","14","18.95","14.57","1.08","0.94","10.63","61.17","64","53.91","41.7","9.25","316.6","76.3","3.26","44.6","52.9","53.23","47.8","63.82","10.9"
"England 4","Colchester United","46","16","19","11","67","63.2","52","47","5","28.7","50.8","1.01","1.02","9.16","35.2","12.52","20.07","15.25","1.08","0.91","9.22","56.84","62.8","43.6","48.4","9.73","336.55","77.9","3.05","47.61","60.9","48.21","48.2","68.1","13.63"
"England 4","Tranmere Rovers","46","12","15","19","51","58.6","45","65","-20","29.6","50.5","0.89","1.03","9.99","32.8","14.66","18.41","16.66","1.19","1.26","9.61","62.78","65.7","62.66","45.8","9.14","343.26","76.1","3.75","57.04","59.7","56.76","53.3","73.18","10.52"
"England 4","Bradford City","46","22","12","12","78","72.9","64","45","19","28.3","50.3","1.26","1.31","9.84","36.2","16.31","15.21","15.39","0.97","0.89","8.13","65.6","65.5","56.61","48.3","8.59","337.67","75.6","3.78","57.38","60.2","60.05","52.8","74.67","11.43"
"England 4","Port Vale","46","22","14","10","80","67","65","46","19","29.2","49","1.28","1.14","9.86","35.3","14.48","18.78","14.61","1.03","0.9","8.7","59.12","64.1","61.42","49.9","9.62","326.29","77","3.57","49.44","58.3","51.44","53.5","71.1","10.1"
"England 4","Grimsby Town","46","20","8","18","68","59.3","61","67","-6","26.4","48.7","1.2","1.15","9.36","36.7","11.38","18.76","14.48","1.24","1.31","9.6","64.78","63.4","57.74","47.1","8.47","291.88","73.5","4.04","47.26","55.3","47.57","46.2","64.62","9.66"
"England 4","Gillingham","46","14","16","16","58","56.1","41","46","-5","27.7","48.7","0.81","0.9","8.82","32.5","15.4","18.9","13.42","1.06","0.91","8.92","63.84","65.5","60.48","44.9","9.53","309.23","75.3","3.36","49.37","57.2","56.78","53.7","68.51","9.15"
"England 4","AFC Wimbledon","49","23","13","13","82","79.4","59","35","24","27.3","47.7","1.1","1.13","9.76","36.3","13.77","17.18","14.03","0.83","0.65","7.74","62.28","66.1","61.68","45.2","8.6","307.33","74.6","3.49","54.98","57.4","56.42","49.4","67.39","8.58"
"England 4","Fleetwood Town","46","15","15","16","60","63.4","60","60","0","25.6","47.5","1.18","1.21","9.76","34.7","12.37","18.71","15.1","1.22","1.18","9.24","59.12","65","57.65","47.5","11.84","311.98","76.2","3.98","47.94","55.9","50.53","49.6","65.43","12.12"
"England 4","Newport County","46","13","10","23","49","43.1","52","76","-24","25.8","47.4","1.02","0.95","7.3","36.2","10.27","16.67","9.67","1.61","1.49","13.17","65.03","62","54.42","43.4","11.46","320.45","76.6","3.66","42.6","52.5","54.27","48.9","65.36","9.55"
"England 4","Barrow","46","15","14","17","59","69.9","52","50","2","29.6","47.2","1.03","1.15","9.61","35.2","15.48","21.12","13.57","0.91","0.99","8.15","58","65.6","51.87","44.4","11.63","313.68","75.2","3.38","50.59","58.3","52.54","50.3","66.74","11.73"
"England 4","Cheltenham Town","46","16","12","18","60","50.6","60","70","-10","27.9","46.8","1.18","0.94","8.51","35.3","14.73","22.3","11.49","1.31","1.38","11.24","68.57","65.8","66.73","45","8.12","254.65","69.5","3.38","53.15","54.8","55.34","52.4","65.25","10.82"
"England 4","Morecambe","46","10","6","30","36","46.1","40","72","-32","27.8","44.9","0.8","0.97","8.58","32.8","15.09","15.27","13.01","1.55","1.44","11.91","62.5","63.3","61.8","46","10.06","272.25","71.5","3.21","49.89","55.3","54.28","49.3","65.79","8.02"
"England 4","Accrington Stanley","46","12","14","20","50","55.9","53","69","-16","26.8","43.9","1.05","0.93","8.11","35.1","12.59","13.68","10.08","1.05","1.36","8.6","62.58","64.5","68.37","45.9","8.76","268.75","69.2","3.36","52.16","52.5","54.87","47.4","67.74","7.49"
"England 4","Walsall","49","23","14","12","83","85.5","79","56","23","25.5","43.7","1.47","1.39","10.8","34.4","15.37","19.53","16.54","0.9","1.04","7.63","56.6","64.1","56.49","43.6","10.58","274.6","70.9","3.99","52.33","54.6","55.02","47.4","67","11.44"
"England 4","Harrogate Town","46","14","11","21","53","50.8","43","61","-18","29.8","43.6","0.86","1","8.73","33.9","11.76","17.18","11.8","1.42","1.22","11.98","64.99","65.2","71.26","44.1","10.34","280.23","71.1","2.88","51.15","56","58.58","51.4","69.91","8.61"
"England 4","Bromley","46","17","15","14","66","60.8","64","59","5","28","42.3","1.26","1.24","8.86","36.7","13.64","19.03","14.86","1.35","1.16","11.53","59.67","62.6","60.97","47.3","11.74","237.96","69.6","3.4","45.99","56.1","52.41","51.3","59.55","9.55"
"England 4","Notts County","46","18","7","21","61","61.3","89","86","3","30.1","66.5","1.73","1.55","10.83","41.8","19.94","28.01","17.92","1.65","1.67","11.8","46.61","59.8","26.5","39.2","12.08","537.01","87.9","5.05","51.46","70.5","37.89","47.7","64.04","20.02"
"England 4","Milton Keynes Dons","48","23","9","16","78","69.6","84","76","8","27.5","56.9","1.57","1.4","12.47","36.3","13.09","22.34","16.75","1.32","1.42","9.82","58.31","62.2","42.23","46.7","10.38","460.88","83.8","6.02","52.16","63.9","48.46","50.4","74","14.68"
"England 4","Crawley Town","49","24","7","18","79","62.3","83","68","15","27.2","56.2","1.52","1.21","11.32","36.8","12.05","21.57","16.38","1.42","1.24","11.25","59.14","60.7","37.15","42.4","10","419.23","82.5","4.26","52.98","59.6","48.87","46.6","67.74","13.79"
"England 4","Stockport County","46","27","11","8","92","88.4","96","48","48","30.6","56.1","1.87","1.66","11.34","38.2","16.96","22.89","18.68","0.87","0.94","7.43","57.39","66.1","54.97","51.3","9.75","406.76","80","5.05","57.94","60.4","53.45","48.7","73.74","13.56"
"England 4","Swindon Town","46","14","12","20","54","59.8","77","83","-6","29.1","55.3","1.51","1.42","11.46","36.1","17.04","28.78","17.49","1.57","1.63","11.83","60.79","63.8","43.67","43.7","10.33","401.45","81","5.56","51.62","61.6","48.82","48","70.1","18.34"
"England 4","Salford City","46","13","12","21","51","61.5","66","82","-16","31.3","52.1","1.28","1.34","11.47","36.1","16","23.65","15.05","1.4","1.59","11.33","58.23","61.6","60.21","49.4","10.2","341.52","79","3.84","52.42","61.8","54.53","57.5","70.59","10.71"
